year,month,Alloperla,Ameletus,Antocha,Baetis,Ceratopogonidae,Chelifera,Chironomidae,Chloroperlidae,Chloroperlinae,Clinocera,Dicranota,Diptera,Dixidae,Dolichopodidae
2001,may,0,24.242424242424242,0,0,0,12.121212121212121,154.54545454545453,9.09090909090909,6.0606060606060606,0,27.27272727272727,0,3.0303030303030303,NA
2001,may,0,24.242424242424242,0,3.0303030303030303,6.0606060606060606,3.0303030303030303,66.66666666666666,18.18181818181818,15.15151515151515,0,27.27272727272727,0,0,NA
2001,may,0,21.21212121212121,0,3.0303030303030303,27.27272727272727,3.0303030303030303,396.96969696969694,9.09090909090909,51.515151515151516,0,36.36363636363636,106.06060606060606,0,NA
2001,may,0,12.121212121212121,3.0303030303030303,6.0606060606060606,12.121212121212121,6.0606060606060606,296.96969696969694,27.27272727272727,24.242424242424242,0,42.42424242424242,0,0,NA
2001,may,0,0,0,3.0303030303030303,12.121212121212121,6.0606060606060606,687.8787878787879,42.42424242424242,15.15151515151515,0,57.57575757575757,0,0,NA
2001,may,0,9.09090909090909,0,3.0303030303030303,3.0303030303030303,0,157.57575757575756,0,21.21212121212121,0,36.36363636363636,0,0,NA
2001,may,0,24.242424242424242,0,3.0303030303030303,3.0303030303030303,3.0303030303030303,518.1818181818181,15.15151515151515,75.75757575757575,0,78.78787878787878,66.66666666666666,0,NA
2001,may,0,30.3030303030303,0,0,0,3.0303030303030303,78.78787878787878,15.15151515151515,3.0303030303030303,0,12.121212121212121,0,0,NA
2001,may,0,21.21212121212121,3.0303030303030303,24.242424242424242,9.09090909090909,0,233.33333333333331,9.09090909090909,27.27272727272727,0,24.242424242424242,0,0,NA
2001,may,0,15.15151515151515,0,9.09090909090909,18.18181818181818,6.0606060606060606,160.6060606060606,12.121212121212121,12.121212121212121,0,18.18181818181818,0,0,NA
2001,october,0,0,6.0606060606060606,0,0,12.121212121212121,393.93939393939394,0,3.0303030303030303,0,12.121212121212121,0,3.0303030303030303,NA
2001,october,0,0,0,6.0606060606060606,9.09090909090909,0,312.1212121212121,0,36.36363636363636,0,12.121212121212121,9.09090909090909,3.0303030303030303,NA
2001,october,0,0,0,0,0,3.0303030303030303,60.6060606060606,0,0,0,18.18181818181818,0,0,NA
2001,october,0,0,0,3.0303030303030303,9.09090909090909,0,57.57575757575757,0,9.09090909090909,0,0,0,0,NA
2001,october,0,3.0303030303030303,15.15151515151515,0,27.27272727272727,0,318.1818181818182,0,45.45454545454545,0,33.33333333333333,0,0,NA
2001,october,0,0,0,9.09090909090909,24.242424242424242,3.0303030303030303,481.8181818181818,6.0606060606060606,39.39393939393939,0,24.242424242424242,0,0,NA
2001,october,0,9.09090909090909,9.09090909090909,6.0606060606060606,27.27272727272727,3.0303030303030303,469.6969696969697,27.27272727272727,21.21212121212121,0,36.36363636363636,0,0,NA
2001,october,0,0,0,0,0,0,15.15151515151515,0,0,0,0,0,0,NA
2001,october,0,0,0,0,0,0,27.27272727272727,0,0,0,18.18181818181818,0,0,NA
2001,october,0,0,0,0,12.121212121212121,0,145.45454545454544,0,15.15151515151515,0,9.09090909090909,0,0,NA
2001,may,0,0,0,100,45.45454545454545,12.121212121212121,630.3030303030303,63.63636363636363,12.121212121212121,0,78.78787878787878,0,0,NA
2001,may,0,3.0303030303030303,0,30.3030303030303,6.0606060606060606,30.3030303030303,136.36363636363635,0,36.36363636363636,0,6.0606060606060606,24.242424242424242,0,NA
2001,may,0,0,0,36.36363636363636,3.0303030303030303,3.0303030303030303,124.24242424242424,18.18181818181818,6.0606060606060606,0,9.09090909090909,0,0,NA
2001,may,0,0,0,103.03030303030303,6.0606060606060606,0,206.06060606060606,27.27272727272727,3.0303030303030303,0,36.36363636363636,0,0,NA
2001,may,0,0,0,100,3.0303030303030303,0,281.8181818181818,15.15151515151515,12.121212121212121,0,42.42424242424242,0,0,NA
2001,may,6.0606060606060606,0,0,15.15151515151515,0,3.0303030303030303,51.515151515151516,6.0606060606060606,0,0,0,0,0,NA
2001,may,3.0303030303030303,0,0,72.72727272727272,6.0606060606060606,0,175.75757575757575,33.33333333333333,3.0303030303030303,0,9.09090909090909,0,0,NA
2001,may,0,0,0,24.242424242424242,3.0303030303030303,0,57.57575757575757,0,18.18181818181818,0,0,12.121212121212121,0,NA
2001,may,3.0303030303030303,0,0,42.42424242424242,15.15151515151515,3.0303030303030303,130.30303030303028,0,24.242424242424242,0,9.09090909090909,9.09090909090909,0,NA
2001,may,0,0,0,172.72727272727272,18.18181818181818,9.09090909090909,421.2121212121212,57.57575757575757,9.09090909090909,0,27.27272727272727,0,0,NA
2001,october,0,3.0303030303030303,0,39.39393939393939,3.0303030303030303,0,166.66666666666666,12.121212121212121,100,0,15.15151515151515,0,0,NA
2001,october,0,0,0,12.121212121212121,0,0,248.48484848484847,12.121212121212121,60.6060606060606,0,15.15151515151515,0,0,NA
2001,october,0,0,0,48.484848484848484,66.66666666666666,0,157.57575757575756,12.121212121212121,24.242424242424242,0,9.09090909090909,0,0,NA
2001,october,0,0,0,54.54545454545454,12.121212121212121,0,621.2121212121211,33.33333333333333,133.33333333333331,0,21.21212121212121,0,0,NA
2001,october,0,6.0606060606060606,0,30.3030303030303,36.36363636363636,0,584.8484848484849,21.21212121212121,69.69696969696969,0,36.36363636363636,0,0,NA
2001,october,0,0,6.0606060606060606,27.27272727272727,63.63636363636363,0,278.78787878787875,48.484848484848484,118.18181818181817,0,27.27272727272727,0,0,NA
2001,october,0,9.09090909090909,0,54.54545454545454,15.15151515151515,6.0606060606060606,227.27272727272725,27.27272727272727,66.66666666666666,0,9.09090909090909,0,0,NA
2001,october,0,0,0,33.33333333333333,87.87878787878788,0,587.8787878787879,0,96.96969696969697,0,42.42424242424242,0,0,NA
2001,october,0,0,0,39.39393939393939,145.45454545454544,9.09090909090909,857.5757575757575,30.3030303030303,48.484848484848484,0,54.54545454545454,0,0,NA
2001,october,0,0,0,15.15151515151515,15.15151515151515,6.0606060606060606,293.93939393939394,15.15151515151515,112.12121212121211,0,21.21212121212121,0,0,NA
2001,may,3.0303030303030303,3.0303030303030303,0,60.6060606060606,6.0606060606060606,6.0606060606060606,215.15151515151513,0,93.93939393939394,0,18.18181818181818,18.18181818181818,0,NA
2001,may,0,0,0,54.54545454545454,0,18.18181818181818,145.45454545454544,15.15151515151515,6.0606060606060606,0,9.09090909090909,0,0,NA
2001,may,0,0,0,90.9090909090909,27.27272727272727,15.15151515151515,187.87878787878788,21.21212121212121,6.0606060606060606,0,15.15151515151515,0,0,NA
2001,may,0,0,0,3.0303030303030303,3.0303030303030303,3.0303030303030303,36.36363636363636,3.0303030303030303,0,0,3.0303030303030303,0,0,NA
2001,may,3.0303030303030303,3.0303030303030303,0,75.75757575757575,12.121212121212121,15.15151515151515,190.9090909090909,15.15151515151515,18.18181818181818,0,42.42424242424242,0,0,NA
2001,may,3.0303030303030303,12.121212121212121,0,54.54545454545454,78.78787878787878,15.15151515151515,200,24.242424242424242,21.21212121212121,0,18.18181818181818,0,0,NA
2001,may,0,0,0,51.515151515151516,3.0303030303030303,3.0303030303030303,130.30303030303028,0,57.57575757575757,0,24.242424242424242,15.15151515151515,0,NA
2001,may,6.0606060606060606,3.0303030303030303,0,63.63636363636363,3.0303030303030303,18.18181818181818,266.66666666666663,42.42424242424242,21.21212121212121,0,72.72727272727272,0,3.0303030303030303,NA
2001,may,9.09090909090909,3.0303030303030303,0,18.18181818181818,27.27272727272727,27.27272727272727,109.09090909090908,0,60.6060606060606,0,6.0606060606060606,36.36363636363636,0,NA
